id,title,authors,venue,year
"conf/vldb/LeeLWS97","A Region Splitting Strategy for Physical Database Design of Multidimensional File Organizations","J Lee, Y Lee, K Whang, I Song","VLDB",1997
"conf/sigmod/MohanN94","ARIES/CSA: A Method for Database Recovery in Client-Server Architectures","C Mohan, I Narang","SIGMOD Conference",1994
"conf/sigmod/ZhangNBB94","Ensuring Relaxed Atomicity for Flexible Transactions in Multidatabase Systems","A Zhang, M Nodine, B Bhargava, O Bukhres","SIGMOD Conference",1994
"conf/vldb/GoldmanW97","DataGuides: Enabling Query Formulation and Optimization in Semistructured Databases","R Goldman, J Widom","VLDB",1997
"conf/sigmod/ImielinskiVB94","Energy Efficient Indexing on Air","T Imielinski, S Viswanathan, B Badrinath","SIGMOD Conference",1994
"conf/vldb/BaumannFRW97","Geo/Environmental and Medical Data Management in the RasDaMan System","P Baumann, P Furtado, R Ritsch, N Widmann","VLDB",1997
"conf/sigmod/BilirisDGJR94","ASSET: A System for Supporting Extended Transactions","A Biliris, S Dar, N Gehani, H Jagadish, K Ramamritham","SIGMOD Conference",1994
"conf/vldb/WhiteheadSM97","GTE SuperPages: Using IR Techniques for Searching Complex Objects","S Whitehead, H Sinha, M Murphy","VLDB",1997
"conf/vldb/ChangG97","Effective Memory Use in a Media Server","E Chang, H Garcia-Molina","VLDB",1997
"conf/sigmod/JonkerS95","The ECRC Multi Database System","W Jonker, H Schütz","SIGMOD Conference",1995
"conf/sigmod/HuangSW94","Data Replication for Mobile Computers","Y Huang, A Sistla, O Wolfson","SIGMOD Conference",1994
"conf/vldb/SeidlK97","Efficient User-Adaptable Similarity Search in Large Multimedia Databases","T Seidl, H Kriegel","VLDB",1997
"conf/sigmod/CareyFZ94","Fine-Grained Sharing in a Page Server OODBMS","M Carey, M Franklin, M Zaharioudakis","SIGMOD Conference",1994
"conf/vldb/MalonM97","Critical Database Technologies for High Energy Physics","D Malon, E May","VLDB",1997
"conf/sigmod/FaloutsosRM94","Fast Subsequence Matching in Time-Series Databases","C Faloutsos, M Ranganathan, Y Manolopoulos","SIGMOD Conference",1994
"conf/vldb/KumarKA97","Caprera: An Activity Framework for Transaction Processing on Wide-Area Networks","S Kumar, E Kwang, D Agrawal","VLDB",1997
"conf/sigmod/KrollW94","Distributing a Search Tree Among a Growing Number of Processors","B Kröll, P Widmayer","SIGMOD Conference",1994
"conf/vldb/GinisHKMT97","Data Manager for Evolvable Real-time Command and Control Systems","E Hughes, R Ginis, B Thuraisingham, P Krupp, J Maurer","VLDB",1997
"conf/vldb/AlonsoHST97","Distributed Processing over Stand-alone Systems and Applications","G Alonso, C Hagen, H Schek, M Tresch","VLDB",1997
"conf/sigmod/ChristophidesACS94","From Structured Documents to Novel Query Facilities","V Christophides, S Abiteboul, S Cluet, M Scholl","SIGMOD Conference",1994
"conf/sigmod/NybergBCGL94","AlphaSort: A RISC Machine Sort","C Nyberg, T Barclay, Z Cvetanovic, J Gray, D Lomet","SIGMOD Conference",1994
"conf/vldb/BernsteinHSSZ97","The Microsoft Repository","P Bernstein, B Harry, P Sanders, D Shutt, J Zander","VLDB",1997
"conf/sigmod/VingralekBW94","Distributed File Organization with Scalable Cost/Performance","R Vingralek, Y Breitbart, G Weikum","SIGMOD Conference",1994
"conf/vldb/SellisRF97","Multidimensional Access Methods: Trees Have Grown Everywhere","T Sellis, N Roussopoulos, C Faloutsos","VLDB",1997
"conf/sigmod/ChenR94","Adaptive Selectivity Estimation Using Query Feedback","C Chen, N Roussopoulos","SIGMOD Conference",1994
"conf/vldb/WildfogelY97","Efficient Testing of High Performance Transaction Processing Systems","D Wildfogel, R Yerneni","VLDB",1997
"conf/vldb/Jacobs97","Innovation in Database Management: Computer Science vs. Engineering","K Jacobs","VLDB",1997
"conf/sigmod/SwamiS94","Estimating Page Fetches for Index Scans with Finite LRU Buffers","A Swami, K Schiefer","SIGMOD Conference",1994
"conf/vldb/RastogiS98","PUBLIC: A Decision Tree Classifier that Integrates Building and Pruning","R Rastogi, K Shim","VLDB",1998
"conf/sigmod/BrinkhoffKSS94a","GENESYS: A System for Efficient Spatial Query Processing","T Brinkhoff, H Kriegel, R Schneider, B Seeger","SIGMOD Conference",1994
"conf/sigmod/BilirisP94","EOS: An Extensible Object Store","A Biliris, E Panagos","SIGMOD Conference",1994
"conf/vldb/RamaswamyMS98","On the Discovery of Interesting Patterns in Association Rules","S Ramaswamy, S Mahajan, A Silberschatz","VLDB",1998
"conf/vldb/SheikholeslamiCZ98","WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases","G Sheikholeslami, S Chatterjee, A Zhang","VLDB",1998
"conf/sigmod/Jagadish94","Databases for Networks","H Jagadish","SIGMOD Conference",1994
"conf/sigmod/Mohan94","A Survey and Critique of Advanced Transaction Models","C Mohan","SIGMOD Conference",1994
"conf/vldb/GehrkeRG98","RainForest - A Framework for Fast Decision Tree Construction of Large Datasets","J Gehrke, R Ramakrishnan, V Ganti","VLDB",1998
"conf/sigmod/Dietterich94","DEC Data Distributor: for Data Replication and Data Warehousing","D Dietterich","SIGMOD Conference",1994
"conf/vldb/Moerkotte98","Small Materialized Aggregates: A Light Weight Index Structure for Data Warehousing","G Moerkotte","VLDB",1998
"conf/vldb/GeorgeH98","Secure Buffering in Firm Real-Time Database Systems","B George, J Haritsa","VLDB",1998
"conf/sigmod/DarR94","A Performance Study of Transitive Closure Algorithms","S Dar, R Ramakrishnan","SIGMOD Conference",1994
"conf/vldb/ZouS98","Safely and Efficiently Updating References During On-line Reorganization","C Zou, B Salzberg","VLDB",1998
"conf/sigmod/Vaskevitch94","Database in Crisis and Transition: A Technical Agenda for the Year 2001","D Vaskevitch","SIGMOD Conference",1994
"conf/sigmod/Martin94","COSS: The Common Object Services Specifications","B Martin","SIGMOD Conference",1994
"conf/vldb/ShuklaDN98","Materialized View Selection for Multidimensional Datasets","A Shukla, P Deshpande, J Naughton","VLDB",1998
"conf/sigmod/GravanoGT94","The Effectiveness of GlOSS for the Text Database Discovery Problem","L Gravano, H Garcia-Molina, A Tomasic","SIGMOD Conference",1994
"conf/vldb/KornLKF98","Ratio Rules: A New Paradigm for Fast, Quantifiable Data Mining","F Korn, A Labrinidis, Y Kotidis, C Faloutsos","VLDB",1998
"conf/sigmod/MumickP94","Implementation of Magic-sets in a Relational Database System","I Mumick, H Pirahesh","SIGMOD Conference",1994
"conf/vldb/ArgePRSV98","Scalable Sweeping-Based Spatial Join","L Arge, O Procopiuc, S Ramaswamy, T Suel, J Vitter","VLDB",1998
"conf/vldb/ChakrabartiSD98","Mining Surprising Patterns Using Temporal Description Length","S Chakrabarti, S Sarawagi, B Dom","VLDB",1998
"conf/sigmod/ColeG94","Optimization of Dynamic Query Evaluation Plans","R Cole, G Graefe","SIGMOD Conference",1994
"conf/sigmod/IoannidisL94","Incomplete Path Expressions and their Disambiguation","Y Ioannidis, Y Lashkari","SIGMOD Conference",1994
"conf/vldb/SilversteinBMU98","Scalable Techniques for Mining Causal Structures","C Silverstein, S Brin, R Motwani, J Ullman","VLDB",1998
"conf/sigmod/BarbaraI94","Sleepers and Workaholics: Caching Strategies in Mobile Environments","D Barbará, T Imielinski","SIGMOD Conference",1994
"conf/vldb/LakshmiZ98","Selectivity Estimation in Extensible Databases - A Neural Network Approach","M Lakshmi, S Zhou","VLDB",1998
"conf/sigmod/Ballinger94","Evolving Teradata Decision Support for Massively Parallel Processing with UNIX","C Ballinger","SIGMOD Conference",1994
"conf/vldb/Slutz98","Massive Stochastic Testing of SQL","D Slutz","VLDB",1998
"conf/vldb/DoDJJR98","Issues in Developing Very Large Data Warehouses","L Do, P Drew, W Jin, V Jumani, D Rossum","VLDB",1998
"conf/sigmod/BersonGMJ94","Staggered Striping in Multimedia Information Systems","S Berson, S Ghandeharizadeh, R Muntz, X Ju","SIGMOD Conference",1994
"conf/sigmod/Ahn94","Database Issues in Telecommunications Network Management","I Ahn","SIGMOD Conference",1994
"conf/vldb/BonczRK98","The Drill Down Benchmark","P Boncz, T Rühl, F Kwakkel","VLDB",1998
"conf/vldb/Sterling98","The National Medical Knowledge Bank","W Sterling","VLDB",1998
"conf/sigmod/GraySEBW94","Quickly Generating Billion-Record Synthetic Databases","J Gray, P Sundaresan, S Englert, K Baclawski, P Weinberger","SIGMOD Conference",1994
"conf/vldb/FankhauserGLMT98","Experiences in Federated Databases: From IRO-DB to MIRO-Web","P Fankhauser, G Gardarin, M Lopez, J Muñoz, A Tomasic","VLDB",1998
"conf/sigmod/DewanSHH94","Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing","H Dewan, S Stolfo, M Hernández, J Hwang","SIGMOD Conference",1994
"conf/vldb/BelloDDFNSWZ98","Materialized Views in Oracle","R Bello, K Dias, A Downing, J Jr., J Finnerty, W Norcott, H Sun, A Witkowski, M Ziauddin","VLDB",1998
"conf/sigmod/TomasicGS94","Incremental Updates of Inverted Lists for Text Document Retrieval","A Tomasic, H Garcia-Molina, K Shoens","SIGMOD Conference",1994
"conf/vldb/ArunJ98","KODA - The Architecture And Interface of a Data Model Independent Kernel","G Arun, A Joshi","VLDB",1998
"conf/sigmod/ConsensM94","Optimizing Queries on Files","M Consens, T Milo","SIGMOD Conference",1994
"conf/sigmod/HsiaoCY94","On Parallel Execution of Multiple Pipelined Hash Joins","H Hsiao, M Chen, P Yu","SIGMOD Conference",1994
"conf/vldb/Schoning98","The ADABAS Buffer Pool Manager","H Schöning","VLDB",1998
"conf/sigmod/BrinkhoffKSS94","Multi-Step Processing of Spatial Joins","T Brinkhoff, H Kriegel, R Schneider, B Seeger","SIGMOD Conference",1994
"conf/vldb/CarinoO98","Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions","F Cariño, W O'Connell","VLDB",1998
"conf/sigmod/LoR94","Spatial Joins Using Seeded Trees","M Lo, C Ravishankar","SIGMOD Conference",1994
"conf/vldb/FlorescuLS98","Is Web-site Management a Database Problem?","D Florescu, A Levy, D Suciu","VLDB",1998
"conf/sigmod/PangCL94","Managing Memory for Real-Time Queries","H Pang, M Carey, M Livny","SIGMOD Conference",1994
"conf/vldb/BlottKS98","Information, Communication, and Money: For What Can We Charge and How Can We Meter It?","S Blott, H Korth, A Silberschatz","VLDB",1998
"conf/vldb/Orenstein98","Starting (and Sometimes Ending) a Database Company","J Orenstein","VLDB",1998
"conf/sigmod/CareyDFHMNSSTTWZ94","Shoring Up Persistent Applications","M Carey, D DeWitt, M Franklin, N Hall, M McAuliffe, J Naughton, D Schuh, M Solomon, C Tan, O Tsatalos, S White, M Zwilling","SIGMOD Conference",1994
"conf/vldb/RoussopoulosK98","The Cubetree Storage Organization","N Roussopoulos, Y Kotidis","VLDB",1998
"conf/sigmod/WhiteD94","QuickStore: A High Performance Mapped Object Store","S White, D DeWitt","SIGMOD Conference",1994
"conf/sigmod/McIverK94","Self-Adaptive, On-Line Reclustering of Complex Object Data","W Jr., R King","SIGMOD Conference",1994
"conf/vldb/SchieferKBLF98","IBM's DB2 Universal Database demonstrations at VLDB'98","K Schiefer, J Kleewein, K Brannon, G Lohman, G Fuh","VLDB",1998
"conf/sigmod/SeshadriLR94","Sequence Query Processing","P Seshadri, M Livny, R Ramakrishnan","SIGMOD Conference",1994
"conf/vldb/Mina98","MapInfo SpatialWare: A Spatial Information Server for RDBMS","C Mina","VLDB",1998
"conf/sigmod/Hellerstein94","Practical Predicate Placement","J Hellerstein","SIGMOD Conference",1994
"conf/vldb/Objectivity98","Objectivity Industrial Exhibit","O Objectivity","VLDB",1998
"conf/sigmod/KemperMPS94","Optimizing Disjunctive Queries with Expensive Predicates","A Kemper, G Moerkotte, K Peithner, M Steinbrunn","SIGMOD Conference",1994
"conf/vldb/Pogue98","Oracle Industrial Exhibit","A Pogue","VLDB",1998
"conf/vldb/MaratheS97","A Language for Manipulating Arrays","A Marathe, K Salem","VLDB",1997
"conf/sigmod/Galindo-Legaria94","Outerjoins as Disjunctions","C Galindo-Legaria","SIGMOD Conference",1994
"conf/vldb/GyssensL97","A Foundation for Multi-dimensional Databases","M Gyssens, L Lakshmanan","VLDB",1997
"conf/sigmod/CookWZ94","Partition Selection Policies in Object Database Garbage Collection","J Cook, A Wolf, B Zorn","SIGMOD Conference",1994
"conf/vldb/GardarinGT96","Cost-based Selection of Path Expression Processing Algorithms in Object-Oriented Databases","G Gardarin, J Gruser, Z Tang","VLDB",1996
"conf/sigmod/Englert94","NonStop SQL: Scalability and Availability for Decision Support","S Englert","SIGMOD Conference",1994
"conf/vldb/BouganimFV96","Dynamic Load Balancing in Hierarchical Parallel Database Systems","L Bouganim, D Florescu, P Valduriez","VLDB",1996
"conf/sigmod/Fernandez94","Red Brick Warehouse: A Read-Mostly RDBMS for Open SMP Platforms","P Fernandez","SIGMOD Conference",1994
"conf/vldb/AcharyaFZ96","Disseminating Updates on Broadcast Disks","S Acharya, M Franklin, S Zdonik","VLDB",1996
"conf/sigmod/Ubell94","The Montage Extensible DataBlade Achitecture","M Ubell","SIGMOD Conference",1994
"conf/sigmod/Pirahesh94","Object-Oriented Features of DB2 Client/Server","H Pirahesh","SIGMOD Conference",1994
"conf/vldb/GardarinST96","Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System","G Gardarin, F Sha, Z Tang","VLDB",1996
"conf/vldb/SrivastavaDJL96","Answering Queries with Aggregation Using Views","D Srivastava, S Dar, H Jagadish, A Levy","VLDB",1996
"conf/sigmod/FlokstraKS94","The IMPRESS DDT: A Database Design Toolbox Based on a Formal Specification Language","J Flokstra, M Keulen, J Skowronek","SIGMOD Conference",1994
"conf/vldb/DiwanRSS96","Clustering Techniques for Minimizing External Path Length","A Diwan, S Rane, S Seshadri, S Sudarshan","VLDB",1996
"conf/sigmod/BryanMCLG94","The MEDUSA Project: Autonomous Data Management in a Shared-Nothing Parallel Database Machine","G Bryan, W Moore, B Curry, K Lodge, J Geyer","SIGMOD Conference",1994
"conf/sigmod/Melling94","Enterprise Information Architectures -- They're Finally Changing","W Melling","SIGMOD Conference",1994
"conf/vldb/KornSFSP96","Fast Nearest Neighbor Search in Medical Image Databases","F Korn, N Sidiropoulos, C Faloutsos, E Siegel, Z Protopapas","VLDB",1996
"conf/sigmod/SinghTW94","Relaxed Transaction Processing","M Singh, C Tomlinson, D Woelk","SIGMOD Conference",1994
"conf/vldb/ViverosNR96","Applying Data Mining Techniques to a Health Insurance Information System","M Viveros, J Nearhos, M Rothman","VLDB",1996
"conf/sigmod/DanielsDDEHJJLSSS94","Oracle's Symmetric Replication Technology and Implications for Application Design","D Daniels, L Doo, A Downing, C Elsbernd, G Hallmark, S Jain, B Jenkins, P Lim, G Smith, B Souder, J Stamos","SIGMOD Conference",1994
"conf/vldb/BohlenSS96","Coalescing in Temporal Databases","M Böhlen, R Snodgrass, M Soo","VLDB",1996
"conf/sigmod/GorelikWD94","Sybase Replication Server","A Gorelik, Y Wang, M Deppe","SIGMOD Conference",1994
"conf/vldb/Ogawa96","Effective & Efficient Document Ranking without using a Large Lexicon","Y Ogawa","VLDB",1996
"conf/sigmod/SagonasSW94","XSB as an Efficient Deductive Database Engine","K Sagonas, T Swift, D Warren","SIGMOD Conference",1994
"conf/vldb/MeoPC96","A New SQL-like Operator for Mining Association Rules","R Meo, G Psaila, S Ceri","VLDB",1996
"conf/sigmod/Carey94","Parallel Database Systems in the 1990's","M Carey","SIGMOD Conference",1994
"conf/vldb/FukudaMMT96","Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules","T Fukuda, Y Morimoto, S Morishita, T Tokuyama","VLDB",1996
"conf/sigmod/Cattell94","ODMG-93: A Standard for Object-Oriented DBMSs","R Cattell","SIGMOD Conference",1994
"conf/vldb/LabioG96","Efficient Snapshot Differential Algorithms for Data Warehousing","W Labio, H Garcia-Molina","VLDB",1996
"conf/vldb/McKennaBHT96","EROC: A Toolkit for Building NEATO Query Optimizers","W McKenna, L Burger, C Hoang, M Truong","VLDB",1996
"conf/sigmod/Kim94","UniSQL/X Unified Relational and Object-Oriented Database System","W Kim","SIGMOD Conference",1994
"conf/vldb/SevcikK96","Filter Trees for Managing Spatial Data over a Range of Size Granularities","K Sevcik, N Koudas","VLDB",1996
"conf/sigmod/LaursenOP94","Oracle Media Server: Providing Consumer Based Interactive Access to Multimedia Data","A Laursen, J Olkin, M Porter","SIGMOD Conference",1994
"conf/sigmod/Kulkarni94","Object-Oriented Extensions in SQL3: A Status Report","K Kulkarni","SIGMOD Conference",1994
"conf/vldb/FaloutsosG96","Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension","C Faloutsos, V Gaede","VLDB",1996
"conf/vldb/SeshadriLR96","The Design and Implementation of a Sequence Database System","P Seshadri, M Livny, R Ramakrishnan","VLDB",1996
"journals/sigmod/Liu03c","Editor's Notes","L Liu","SIGMOD Record",2003
"conf/vldb/ChaudhuriS96","Optimization of Queries with User-defined Predicates","S Chaudhuri, K Shim","VLDB",1996
"conf/sigmod/Blakeley94","Open Object Database Management Systems","N/A","N/A",1994
"conf/vldb/StaudtJ96","Incremental Maintenance of Externally Materialized Views","M Staudt, M Jarke","VLDB",1996
"conf/sigmod/HwangLYMMGCSS94","The MYRIAD Federated Database Prototype","S Hwang, E Lim, H Yang, S Musukula, K Mediratta, M Ganesh, D Clements, J Stenoien, J Srivastava","SIGMOD Conference",1994
"conf/vldb/ScheuermannSV96","WATCHMAN : A Data Warehouse Intelligent Cache Manager","P Scheuermann, J Shim, R Vingralek","VLDB",1996
"conf/sigmod/HanFHCC94","DBLearn: A System Prototype for Knowledge Discovery in Relational Databases","J Han, Y Fu, Y Huang, Y Cai, N Cercone","SIGMOD Conference",1994
"conf/vldb/BerchtoldKK96","The X-tree : An Index Structure for High-Dimensional Data","S Berchtold, D Keim, H Kriegel","VLDB",1996
"journals/sigmod/AilamakiFFSV03","An environmental sensor network to determine drinking water quality and security","A Ailamaki, C Faloutsos, P Fischbeck, M Small, J VanBriesen","SIGMOD Record",2003
